imo,name,dwt
9838242,STI LILY,109994
9838228,STI LOBELIA,109994
9838216,NORD VANGUARD,49999
9838204,BALT FLOT 19,7881
9838199,BALT FLOT 18,7900
9838084,GREEN K-MAX 4,80891
9838670,STREAM PACIFIC,19999
9838838,ADMIRAL SCHMIDT,104553
9838840,VITUS BERING,104555
9839014,BULK PENINSULA,182983
9839430,MSC GULSUN,228149
9839301,MSC SIXIN,224983
9839296,MSC NELA,228111
9839284,MSC ARINA,224983
9839272,MSC ISABELLA,224999
9839260,MSC MINA,224983
9839210,CMA CGM SORBONNE,221251
9839208,CMA CGM CONCORDE,221322
9839193,CMA CGM RIVOLI,221251
9839181,CMA CGM PALAIS ROYAL,221294
9839179,CMA CGM JACQUES SAADE,221251
9839167,CMA CGM TROCADERO,220666
9839155,CMA CGM MONTMARTRE,221103
9839143,CMA CGM LOUVRE,220868
9839131,CMA CGM CHAMPS ELYSEES,220766
9839105,STAVANGER POSEIDON,49999
9839090,STAVANGER PEARL,49999
9839088,SE NICKY,37717
9839052,BRIGHT FALCON,63487
9838072,GREEN K-MAX 3,80883
9838060,GREEN K-MAX 2,80840
9838058,GREEN K-MAX 1,80856
9836464,5523 PREDATOR,81754
9836426,NAVIOS GEMINI,81704
9836373,BW NARA,81759
9836361,SARITA,63988
9836062,TORM STRONG,49954
9836050,TORM SOLUTION,49999
9836048,TORM SUCCESS,49976
9835977,SALT LAKE,82025
9835965,INTERCEPTOR,82009
9835862,MARLIN SARDINIA,149993
9835848,MARLIN SICILY,149999
9835836,MARLIN SANTORINI,149998
9835795,MALYOVITSA,45541
9835783,BUZLUDJA,45516
9835771,MIDJUR,45476
9835769,PLANA,45502
9835719,WORLD EXPLORER,1166
9835185,VIVIT FORNAX,54406
9835056,ENDEAVOUR II,49999
9835044,STAVANGER PIONEER,49999
9836438,BW JAPAN,81609
9836476,BW KOBE,81703
9837872,THUN LUNDY,18684
9836488,BW MATSUYAMA,81810
9837652,ZHONG YUAN HAI YUN CHUANG XIN,62041
9837640,ZHONG YUAN HAI YUN KAI TUO,62051
9837470,ROTTERDAM,9509
9837353,SEDNA,7867
9837341,HYDRA,7870
9837339,FJORD FSTR,1070
9837327,WANG MAY,180682
9837315,XIN MAY,180667
9837171,RAINBOW SPIRIT,129734
9837169,AURORA SPIRIT,129632
9837119,SARA,80729
9837004,AM SHRADDHA,81754
9836921,GEORGIA HARMONY,38422
9836892,NEW NOBLE,39042
9836880,COOL EXPLORER,23169
9836878,COOL EXPRESS,22715
9836713,MEDI OITA,81607
9836579,BASIC GLORY,81668
9836567,BW OSAKA,81796
9828895,IONIAN STAR,50506
9828869,DARYA NEETI,82012
9828405,AL RUWAIS,114695
9813840,SPIRIT OF CHENNAI,15362
9814399,RONG HUA WAN,7634
9814193,BOXER,49852
9814143,HIGH NAVIGATOR,49921
9814052,LE DUMONT D'URVILLE,1377
9814040,LE BOUGAINVILLE (MAR-19),1305
9814038,LE CHAMPLAIN,1353
9814014,CONTAINERSHIPS AURORA,20290
9814002,CONTAINERSHIPS POLAR,20257
9813993,CONTAINERSHIPS NORD,20272
9813242,UHL FORTUNE,17110
9828390,TARIF,114799
9813230,UHL FOCUS,17091
9812755,CRIMSON PEARL,51492
9812743,CRIMSON JADE,51504
9812494,ULTRA ANGEL,61298
9812107,HAMMERSHUS,5110
9811945,BELHAVEN,63430
9811921,SILVER OAK,37685
9811919,ISHIZUCHI STAR,37637
9811907,ULTRA PASSION,63472
9814428,COBALT SUN,114396
9814430,SATURN MOON,157115
9815252,CHEM LITHIUM,19981
9815264,CHEM NEON,19972
9817470,BREIVIKEN,112649
9817315,BORIS SOKOLOV,51416
9817274,SAINT JOHN PAUL II,1000
9817145,HANSEATIC INSPIRATION,2188
9817133,HANSEATIC NATURE,2268
9816842,TROY SEAWAYS,17183
9816830,EPHESUS SEAWAYS,17011
9816763,GASLOG WARSAW,92996
9816593,BERGE SNAEFELL,37739
9816531,MERCURIUS,7998
9816529,SATURNUS,7999
9816335,ALMI TITAN,315299
9816323,ALMI ATLAS,315221
9815939,MEDI GINEVRA,87091
9815850,CORAL EXPRESS,51488
9815616,LEVANTINE SEA,114218
9815604,IBERIAN SEA,114218
9815458,STAR RIVER,36819
9815276,CHEM MERCURY,19971
9811543,MAPLE,53199
9811531,MEDI SERAPO,87091
9811517,UNI HORIZON,36861
9809394,FAIRCHEM ANGEL,25245
9809112,ACACIA SEAWAYS,11978
9809100,TULIPA SEAWAYS,10310
9809095,GARDENIA SEAWAYS,10310
9808845,UHL FUTURE,17165
9808675,ASTON TRADER,39486
9808663,ACTION TRADER,39481
9808651,SAGA FAITH,55807
9808352,CIELO DI SETO,37133
9808326,DIADEMA,40072
9808314,GEMMA,40019
9808261,EK-STREAM,19881
9808259,EK-RIVER,19884
9808194,HUA SHENG LONG,26088
9808182,HUA XING LONG,26034
9808156,GREEN ATTITUDE,112532
9807322,STENA EMBLA,7700
9807293,STENA ESTRID,9777
9807085,SEVEN SEAS SPLENDOR,5643
9806782,SANTA JOHANNA,61255
9809368,ALDANA,156670
9809590,FADIQ,11978
9811505,UNI SUNSHINE,36880
9809679,W.B. YEATS,7859
9811127,PREVEZE 1,15081
9811048,ULTRA LYNX,81607
9811036,SAKIZAYA ORCHID,81588
9811012,EVER GOLDEN,199692
9811000,EVER GIVEN,199489
9810991,EVER GOODS,199692
9810915,SEATRADE GREEN,26868
9810757,BALTIC ACE,33428
9810666,RHAPSODY,34766
9810551,PRISM BRILLIANCE,97494
9810379,MARAN GAS ANDROS,94638
9810355,COLOR,8400
9810331,INDUSTRIAL CONFIDENCE,8406
9810226,WISBY PACIFIC,49686
9810214,WISBY ATLANTIC,49614
9809851,CMA CGM FORT FLEUR D'EPEE,38840
9809849,CMA CGM FORT SAINT CHARLES,38840
9809837,CMA CGM FORT ROYAL,38840
9809825,CMA CGM FORT DE FRANCE,38840
9817494,MORVIKEN,157610
9817509,STREAM ARCTIC,19998
9817511,VICTORIA T,61266
9826574,FAIRCHEM MAKO,25170
9826471,LOWLANDS HORIZON,93478
9826469,NORD ARIPUANA,64499
9826457,NORD AMAZON,64499
9826445,NORD BARENTS,62625
9826433,NORD BALTIC,62625
9825568,RIAS BAIXAS KNUTSEN,96354
9825520,AQUILA OCEAN,82071
9825427,FLEX CONSTELLATION,95453
9825001,SALIGNA,62357
9824978,DUNNII,62356
9824928,ORIENTAL VIOLA,16293
9824564,EXPRESS 4,1070
9824289,COLOR HYBRID,3258
9823625,TIAN YOU,37077
9823546,JARNAIN,114831
9823534,AL KHTAM,114644
9823390,LILY PG,7330
9823364,YSALINE,20615
9823352,LAURELINE,20615
9826548,IONA,16887
9826732,LOMONOSOV PROSPECT,113226
9823003,DHT MUSTANG,317975
9826823,MILA,63519
9828376,AL BATEEN,114637
9828338,ASCONA,299999
9828223,BOW EXCELLENCE,38235
9828211,BOW EXPLORER,38235
9828144,THAMES,49999
9827578,OINOUSSIAN STAR,44999
9827566,CHIOS STAR,49999
9827475,CHEMICAL ENTERPRISE,15945
9827463,CHEMSTAR IRIS,21144
9827451,CHEMSTAR TIERRA,21117
9827322,NIOVI. GR,34730
9827310,DIONI.GR,34930
9827255,VICTORIA HIGHWAY,21114
9827243,IGUAZU HIGHWAY,21052
9827205,CLIPPER EOS,18056
9827061,LAURENCE FRANCOISE,81772
9826902,KOROLEV PROSPECT,113232
9826897,MENDELEEV PROSPECT,113189
9826847,LANDBRIDGE HORIZON,308121
9823041,ALFA FINLANDIA,109089
9822865,TUKUMA ARCTICA,25726
9817535,NORD PACIFIC,61221
9819806,ELIO,1673
9819052,GIOCONDA,7746
9818967,ARKLOW WOOD,16861
9818955,ARKLOW WILLOW,16861
9818943,ARKLOW WIND,16861
9818931,ARKLOW WAVE,16861
9818541,BOW OPTIMA,49042
9818539,BOW ODYSSEY,49100
9818527,BOW OLYMPUS,49120
9818515,BOW ORION,49042
9818400,CONTAINERSHIPS ARCTIC,20254
9818280,RAMELIA,17994
9818278,FURE VEN,17993
9818230,NORDIC TELLUS,157407
9818228,NORDIC CYGNUS,157526
9818216,NORDIC AQUARIUS,157338
9818058,EIKEVIKEN,112459
9817626,ELANDRA OSPREY,157470
9817614,ENERGY TRIUMPH,157470
9817585,FAIRCHEM FORTE,19971
9819650,GASLOG WINDSOR,92764
9819832,PATRIOTIC,159090
9822853,DETTIFOSS,25690
9819844,HOMERIC,159090
9822841,BRUARFOSS,25668
9822451,HOEGH GANNET,92728
9821859,GLOBAL GLORY,39787
9821706,ELANDRA SOUND,115666
9821299,SOUTHERN SHARK,26051
9820996,ULTRA OSORNO,37981
9820984,SE KELLY,37710
9820960,CONCARAN,63000
9820934,SANTA ALEXANDRA,63551
9820922,EVER GENTLE,199489
9820855,EVER GRADE,198886
9820702,JULIA,37449
9820544,AMAZON FORTITUDE,72837
9820427,CHEMICAL EXPLORER,12643
9820013,HOEGH GALLEON,86057
9819882,KAIROS,4360
9819870,LITA,302520
9819868,HARMONIC,159204
9819856,RHYTHMIC,159196
9702273,MSC ANTONELLA,109658
9784362,RIKKE,81895
9702211,ESSIE C,49999
9558074,ZHONG TENG HAI,178242
9558490,PHOENIX,16800
9558452,AMIRA JOY,8500
9558402,NORDIC MARITA,19909
9558397,CHEM SIRIUS,19986
9558294,BERGE NYANGANI,180524
9558282,FORTUNE TIGER,58159
9558232,CAPE NORMANDY,180646
9558206,LAMBERT MARU,180432
9558177,CAPE CRANE,180737
9557874,EAST TRADER,175886
9561863,INCE ILGAZ,76579
9557848,BETANCURIA EXPRESS,1000
9557135,ROTTERDAM PEARL,58020
9557111,SPAR RIGEL,58000
9556844,MATTEO BR,25035
9556404,AP SLANO,57300
9555618,KARSOY,10563
9555151,ARTEMIS A,57000
9554781,VLIEBORG,11850
9554755,YM MIRANDA,12933
9558579,PING HAI WAN,6115
9558581,MUHARREM DADAYLI,13449
9558737,BOW ARM,35106
9558763,AZIZ TORLAK,7623
9561552,DHUN,107296
9561485,MAERSK CUNENE,61561
9561356,EXPRESS 2,3000
9561289,MERMAID ACE,18828
9561277,GLORIOUS ACE,18836
9561265,ELEGANT ACE,18833
9561253,TRANQUIL ACE,18840
9560144,HUA HAI LONG,30002
9559901,UNISTAR,9688
9559896,BBC NYHAVN,9737
9559884,BBC NORFOLK,9677
9559872,BBC NAGASAKI,9739
9559743,JEAN DE LA VALETTE,850
9559705,EMIL SELMER,32626
9559676,LILA HOUSTON,32581
9559092,FULDABORG,14603
9558971,CHEMICAL MARINER,14301
9558957,CHEMICAL MASTER,14298
9558907,TITAN II,57337
9554676,ARIADNE,57038
9554200,PRECIOUS ACE,19045
9554171,AKTEA R,28372
9552422,SOUTHERN HARMONY,182249
9552381,CAPE SWAN,182663
9552276,NAVIOS PHOENIX,180242
9551973,HAPPY DYNAMIC,18043
9551961,HAPPY DRAGON,18103
9551935,HAPPY DELTA,18276
9551777,THEKLA SCHULTE,15023
9551363,CONDOR LIBERATION,680
9550682,UACC FALCON,73427
9550668,SEVEN LADY,51241
9550424,MELINA,28418
9550412,LADY DENIZ,29451
9550371,CALYPSO,21423
9550321,KATYA ATK,28467
9550292,MARITIME VICTORY,28344
9550278,LADY AILLAR,28496
9550266,ALEA,28319
9550254,SAGITTARIUS,28508
9550199,ITHACA PATIENCE,28349
9550163,KHOI,28338
9552393,FRONTIER JACARANDA,182757
9552666,FAIRCHEM ALDEBARAN,19697
9554169,GLOBAL FAITH,28386
9552886,CONDOR ARROW,62980
9554157,MUZAFFER ANA,11788
9554066,GANT FLAIR,28339
9554042,ILEANA N,56868
9554030,ANITA N,56868
9553983,PEACE,16817
9553804,GANT GRACE,28375
9553660,HAPPY PEREGRINE,15012
9553646,HAPPY OSPREY,15177
9553634,ETAGAS,15016
9553622,THERESA SCHULTE,15019
9553256,VOYAGER,56584
9553232,PANAGIA KANALA,56568
9553115,THEMIS LEADER,20037
9553103,TRITON LEADER,22657
9553062,MAGIC HORIZON,76619
9553048,ORIENTAL ACACIA,12332
9552991,NORD AURORA,82354
9552953,STOVE OCEAN,55861
9552898,PIPIT ARROW,62980
9561801,ARKI,30270
9561875,APOGEE SPIRIT,29638
9549592,BBC PERU,13537
9567491,ZHE HAI 2,35104
9568500,SAKURA BELLE,26961
9568495,SAKURA ADVANCE,27000
9568328,EEBORG,12000
9568249,ELBEBORG,12004
9568196,JAG LAXMI,105525
9568005,SOUTH TRADER,181343
9567702,EURO,157539
9567697,EUROVISION,157803
9567544,KNOSSOS,56763
9567489,ZHE HAI 1,35056
9561887,BC GRACE,29637
9567233,THASSOS,56760
9567154,IRENE MADIAS,79516
9567087,BERGE ORIZABA,175656
9567037,JEWEL,175784
9566954,SKATZOURA,56795
9566916,ALONISSOS,57155
9566825,SWEET MELISSA,79445
9566796,ANNA,7712
9566784,OSTBENSE,7500
9568914,PACIFIC VISTA,180329
9569229,MANDARIN CROWN,56406
9569243,MANDARIN CHINA,56778
9569255,MANDARIN OCEAN,56741
9571387,BBC PARANA,16953
9571375,BBC NILE,16991
9571038,VELOS DIAMANTIS,74902
9570670,BBC LIVORNO,7933
9570668,BBC LAGOS,7960
9570656,JSP VENTO,7930
9570644,JSP PORTO,7880
9570632,KLAUS,7909
9570620,KATHRIN,7984
9570113,XING HAI WAN,6123
9570101,SEACLIPPER,48554
9569994,TALARA,73371
9569968,MANDARIN SINGAPORE,56724
9569956,MANDARIN HANTONG,56741
9569944,CS SONOMA,56704
9569530,BBC OCEAN,6252
9569528,BBC AUSTRALIA,6264
9569279,MANDARIN TRADER,56677
9569267,MANDARIN GRACE,56693
9566576,ULTRA WOLLONGONG,61684
9566564,SV ARISTA,61649
9566552,LIMNOS,57190
9564970,GARIP BABA,8639
9564140,STRANDJA,29800
9564138,VITOSHA,30693
9564097,STAR MARTHA,180274
9563744,BBC RUBY,14310
9563732,BBC MOONSTONE,14338
9563720,BBC CORAL,14487
9563706,BBC AMBER,14403
9563689,CAPE IRIS,181403
9563627,HONG SHENG,76546
9563603,HONG DAI,76557
9563419,TOXOTIS,56713
9563407,SHAMAN WISDOM,35052
9563392,ITHACA STOCKHOLM,35033
9563108,AN HAI WAN,6165
9562453,EOS ESPERANCE,33686
9561954,DIONE LEADER,21111
9561942,SKY KNIGHT,58078
9561904,AGIA EKATERINI,29092
9561899,OCEANIC ISLAND,29027
9564384,ORANGE STAR,36994
9564994,ZEYCAN ANA,8500
9566459,NORD TREASURE,55888
9565039,BLUE STAR DELOS,2775
9566447,FUTURE,56128
9566411,XIN XIANG HAI,56111
9565950,DIMITRIS P,157740
9565948,SPYROS K,157648
9565869,BOHWA PIONEER,8767
9565766,BOCHEM CHENNAI,19801
9565742,BOCHEM ANTWERP,19806
9565730,CHEMROAD SEA,33560
9565716,DESTINY,29229
9565704,MICHALIS,92025
9565699,GENUINE GALAXY,33591
9565649,BOCHEM GHENT,33628
9565637,BOCHEM MUMBAI,33636
9565601,WAWASAN TOPAZ,19854
9565560,DALIAN HIGHWAY,21616
9565558,CAPE TOWN HIGHWAY,21676
9565170,IOANNIS THEO,56735
9565118,CHRIS,56838
9565041,BLUE STAR PATMOS,2637
9549669,SANDRA,13549
9549372,DREAM CATCHER,29142
9571404,PROMISE 3,32312
9537276,BBC PLUTO,37495
9538177,ATLAS,37866
9538165,SUPERBA,37949
9538153,ELEKTRA,52422
9538141,ALHENA,52420
9537977,CABRERA,34613
9537927,MARETA,115795
9537745,SARA,323183
9537721,JSW SALEM,176217
9537472,TRANSWIND,16807
9537264,BBC NEPTUNE,37506
9539602,HOUSTON,177729
9537044,RHOURD EL FARES,27353
9537032,BERGA II,26375
9537020,NORD COPENHAGEN,33175
9537018,ES KURE,33126
9536997,GALENE M,33158
9536961,DURBAN HIGHWAY,18906
9536959,DELHI HIGHWAY,18891
9536909,SPICA LEADER,14378
9536856,MANTA MELEK,33622
9538749,CAPE ASTER,176217
9538880,BBC RAISE,17884
9538907,SLNC YORK,9503
9539042,CARTOUR DELTA,8398
9539573,PACIFIC ZIRCON,49995
9539494,SPIRIT OF NEW DELHI,45878
9539482,NORDIC WISMAR,46131
9539444,JAUNTY JENNY,33628
9539432,ADAPEARL,12427
9539377,THORCO BASILISK,17809
9539365,BBC REEF,17954
9539341,TEAM BRAVO,33642
9539339,ADAVEGA,12427
9539236,EMERALD ACE,18334
9539224,CRYSTAL ACE,18481
9539183,OPAL ACE,18507
9539171,ALTAIR LEADER,18688
9539169,ANTARES LEADER,18646
9539092,ADELINE,6374
9539080,WILHELMINE,6374
9539078,SEVERINE,6600
9539066,CAPUCINE,6600
9539054,EPSILON,8615
9536428,DRAGONERA,34613
9536363,NAVIGATOR GALAXY,16686
9536155,AQUAHAHA,179023
9533335,MANDARIN RIVER,56774
9532824,TIMBER NAVIGATOR,8270
9532795,APL ANTWERP,90647
9532771,APL TURKEY,72912
9531765,VALOUR ONE,6603
9531741,ASTERIA LEADER,21349
9531739,ATLAS LEADER,21323
9531715,BESS,18013
9531662,DURBAN BAY,58186
9531648,SKS DODA,119456
9531636,SKS DEMINI,119456
9531519,NAVIGATOR GENESIS,16670
9531507,NAVIGATOR GUSTO,16687
9531478,NAVIGATOR GRACE,16687
9530979,GRACE C,36903
9530967,SOFIA R,36093
9530955,ANGY R,36903
9530943,QUEST,36903
9530917,KIMOLOS WARRIOR,157258
9530890,MARIA,157523
9533323,MANDARIN NOBLE,56693
9533347,MANDARIN PHOENIX,57000
9535620,STADE,10872
9533359,MANDARIN DALIAN,56604
9535618,ONEGO MAAS,10872
9535606,JORK,10872
9535591,RUDOLF,10872
9535412,SPECTRUM,21999
9535187,MOL GRATITUDE,70590
9535175,MOL GUARDIAN,71416
9535163,MOL GLIDE,71339
9535151,HERTA,73195
9535149,HEDWIG SCHULTE,71407
9535137,HELLA,73195
9534810,NADESHIKO GAS,53003
9534470,FWN MERCHANT,10049
9534468,OSLO FOREST 3,10049
9534456,OSLO FOREST 2,10049
9534444,OSLO FOREST 1,10049
9534432,FWN MOMENTUM,10049
9534004,CYAN NOVA,318663
9533995,STENA SURPRISE,158491
9533816,SPIRIT OF FRANCE,9884
9539597,PACIFIC ONYX,49996
9539664,CONSCIENTIA,58197
9549267,SAADET C,22185
9546071,CHANG SHUN II,56962
9546461,TAAGBORG,21338
9546459,THAMESBORG,21359
9546447,HARTURA,12223
9546215,EUROSKY,33774
9546198,ERTEA,54876
9546124,NIKITIS,57023
9546100,CHANG SHAN HAI,56838
9546095,PU LAN HAI,56897
9546083,JIN ZHOU HAI,56907
9546007,SOPHIA I,12232
9539913,ARDMORE SEAVALIANT,49998
9545948,HERMANA,12223
9545560,TRANSPACIFIC,23003
9545510,MICHALIS,33723
9545508,NAZENIN,35956
9545170,NAVIOS SOL,180274
9545065,ARIETTA,34111
9544918,CATTLEYA ACE,16384
9544762,SERENITY,36599
9544748,SEASTAR ENDEAVOR,36781
9546473,TIBERBORG,21301
9546485,TRINITYBORG,21277
9546497,ADRIATICBORG,17294
9546784,PUNA,29975
9549035,STORNES,27323
9548835,STAR DALMATIA,51624
9548823,STAR NAVARRA,51624
9548732,ELONG ELONG,21461
9548586,METEOR,82589
9548574,LMZ VEGA,56810
9548550,HONG FU,76402
9548548,HONG YU,76381
9548316,PAN IVY,32593
9548213,JUNIOR,92995
9547805,NASCO PEARL,56861
9547714,PORTINARI,114435
9547702,GARRINCHA,114442
9547506,HARRIER BAY,48006
9547219,JOLLY TITANIO,44574
9547178,ASL LEBAN,37059
9547166,IKAN LANDUK,37115
9546801,AM PORT CARTIER,180715
9546796,BARBRO G,29975
9544683,TORC,13214
9544607,JANINE K,48045
9544592,MAERSK MESSINA,48056
9542661,SHAKESPEARE BAY,33256
9542532,CS CALVINA,37456
9542491,PARASKEVI 2,74979
9542350,UAL TEXAS,8600
9542348,UAL HOUSTON,8703
9542283,MALAYSIA GRACE,15154
9542178,BUNGA LILY,19991
9542130,BUNGA LAVENDER,19997
9541887,SIRIUS,34537
9541849,IONIC,58468
9541837,DORIC,58514
9541813,MAKRA,58451
9541318,LILA SHANGHAI,79410
9540807,NORD HIMALAYA,49936
9540716,GRACE DAHLIA,86512
9540364,PENELOPE,7476
9540352,TETI,7509
9540326,YANG A,15500
9540003,DELTAGAS,15210
9539925,ARDMORE SEAVENTURE,49997
9542544,CS CANDY,37459
9542817,LAVAUX,35774
9544401,GU IMABARI,76619
9542831,MOLESON,35723
9544372,NIKATOR,28336
9544346,MED BLUE JAY,8231
9544281,FOUR SKY,115708
9544152,ANNE METTE BULKER,38118
9544102,YM PACIFICO,81812
9544097,PRIMROSE ATLANTIC,81879
9543782,DESERT OASIS,57436
9543768,DESERT SPRING,57437
9543706,DESERT VICTORY,57434
9543691,DESERT GLORY,57412
9543689,DESERT PEACE,57414
9543536,ALEGRIA I,104494
9543419,HALKI,36851
9543328,NAVIN VULTURE,7536
9543316,NAVIN OSPREY,7532
9543251,CLIPPER SELO,32389
9543043,HAPPY KESTREL,15206
9542984,THALEA SCHULTE,15188
9542855,OCEAN SEAGULL,12812
9571399,BBC DANUBE,16949
9571416,PENELOPE T,32377
9530618,OTTOMAN INTEGRITY,149999
9589097,SUZANNA D,37205
9589762,SCHELDE CONFIDENCE,38225
9589750,MELODIA,158671
9589712,LORD MOUNTBATTEN,28207
9589633,LAURA D,121624
9589619,HARUKA,28392
9589255,BUILDER,81541
9589229,VICTORIA HARBOUR,29100
9589152,PUMA MAX,81339
9589140,JAGUAR MAX,81309
9589085,ADRIATIC PEARL,37294
9590802,KUMPULA,56348
9588615,KYDONIA,92828
9588562,LMZ EUROPA,56771
9588536,PATMOS JOHN,56633
9588512,ANTIGONI B,56928
9588469,NORDIC ZENITH,158645
9588445,NORDIC BREEZE,158597
9588419,VICTORY C,33500
9588407,BARONESS,34264
9588378,ALINDA,34035
9589798,ULTRA DYNAMIC,61412
9589815,LILAC VICTORIA,74913
9589839,NAVIOS AZIMUTH,179169
9589956,OSLO BULK 4,8039
9590773,EVALUNA,10810
9590761,GOLDEN GINGER,81507
9590747,GOLDEN ROSE,81516
9590723,LADY MALOU,51486
9590711,KING GREGORY,51441
9590682,OTTOMAN TENACITY,149999
9590620,BALTIC PEARL,37227
9590618,JULIETTA D,37200
9590591,GLOVIS CHALLENGE,20895
9590589,GLOVIS CENTURY,20895
9590577,LYRIC POET,81276
9590319,FAIRWAY,160250
9590307,RED MOON,160024
9590175,KYRA ZAFIRA,80263
9590084,NAVIOS AVIOR,81355
9590072,NAVIOS CENTAURUS,81472
9590060,SUNRISE,179168
9589970,THEODOROS P,179019
9589968,OSLO BULK 6,8036
9588366,ALYCIA,34018
9588354,AMALIA,34023
9588342,AMAPOLA,33997
9587192,DOLVIKEN,159058
9586710,YUKA D,34268
9586617,BERGENSFJORD,3900
9586605,STAVANGERFJORD,3620
9586588,TRANSEUROPE,25041
9586447,MAR,8100
9586423,ULUSOY-12,79403
9586411,ULUSOY 11,79422
9586344,GOLDEN IOANARI,81827
9585900,AST SUNSHINE,159039
9585895,STENA SUPREME,159031
9585883,MONTESTENA,159372
9585871,MONTESPERANZA,159179
9585663,IPPOKRATIS,37056
9585601,DELOS,175157
9585546,VERUDA,51886
9585285,MSC DIVINA,13188
9585015,AFINA I,12824
9584994,AMISOS,8716
9584982,YM SAMSUN,8716
9587180,MAPLE GLORY,32491
9587207,VINGA,158982
9588287,IVER BLESSING,6189
9587245,NEGONEGO,205885
9588275,IVER BEST,6187
9588263,IVER BEAUTY,6175
9588251,IVER BALANCE,6180
9588249,ETERNITY C,36830
9588158,WHITE MOON,160152
9588146,BRIGHTWAY,160095
9588093,ONE HANOI,96980
9587867,COPENHAGEN,4814
9587855,BERLIN,4835
9587843,ASTELLA,37577
9587831,LEON POSEIDON,37577
9587829,ADARA,37583
9587817,ACAMAR,37583
9587790,CHEM BULLDOG,21306
9587685,ALEXANDROS I,23800
9587386,STAR BOREALIS,179678
9587362,VOLTA,177066
9587312,KAPSALI,158547
9587257,HUAHINE,205875
9590797,ARKADIA,56348
9590840,LAKE D,181458
9584889,KAVO PERDIKA,58740
9593921,CLOE,7448
9594406,RINIA,56746
9594315,VECTIS OSPREY,8685
9594250,PUCK,37894
9594248,GDYNIA,37933
9594236,KOSZALIN,37930
9594224,SZCZECIN,37930
9594145,STELLA THERESA,12601
9594133,LENI P.,158640
9594054,ORIENTAL LOTUS,14281
9593907,STAR LIVORNO,50700
9590876,DHT SUNDARBANS,318123
9593842,CORINNA,81675
9593830,SEA PROTEUS,81762
9593804,ZHENG JUN,81810
9593775,YANGTZE XING XIU,81602
9593751,YANGTZE XING HUA,81678
9593749,YANGTZE XING ZHONG,81622
9593725,ANGELINA THE GREAT N,55768
9593713,VIENNA WOOD N,55768
9593660,BBC ELISABETH,24983
9594418,OTZIAS,56720
9594432,BONA,32844
9594470,GREY FOX,33217
9594482,AAL JUPITER,33402
9595010,BNEIDER,99999
9595008,BAHRA,110761
9594896,FLAGSHIP TULIP,74986
9594858,EAGLE SAN PEDRO,157850
9594846,EAGLE SAN JUAN,157850
9594793,ATHENS SPIRIT,158529
9594781,SYDNEY SPIRIT,158542
9594755,SABINE,158493
9594743,PECOS,158465
9594717,COMMON SPIRIT,57078
9594705,COMMON CALYPSO,57002
9594638,STAR CLEO,56581
9594614,STAR DORADO,56507
9594602,STAR COLUMBA,56530
9594597,STAR CEPHEUS,56539
9594561,KLIMA,56753
9594535,CLIPPER TYNE,31905
9594509,XINYIHAI 55,33217
9594494,AAL PARIS,33287
9593488,AM TUBARAO,93225
9593476,AM GHENT,93168
9593440,ALPHA WISDOM,81305
9592240,AQUALEGEND,115571
9592123,ONE ENERGY,81076
9592094,OCEAN SCALLION,82215
9592070,OCEAN ROSEMARY,82265
9592056,OCEAN GARLIC,82305
9591985,CORAL CRYSTAL,78103
9591973,CORAL OPAL,78090
9591959,STARDUST,78072
9591820,NOORDDIJK,9214
9591739,AQUAMARIE,178896
9591674,DARYA MA,81874
9591478,HUAYANG PIONEER,75812
9591181,LEDRA,83987
9591052,MERCURY ACE,19110
9590979,NAVI STAR,38243
9590967,IRMGARD,38167
9590955,MEL GRACE,38225
9590929,ANASSA,61418
9590905,CEPOLIS,48020
9590890,FRONTIER GARLAND,181480
9592214,STENA SUNRISE,159034
9592252,MINERVA KYTHNOS,115674
9593438,RIO GRANDE,159056
9592264,NISSOS SERIFOS,115688
9593426,SAN SABA,159018
9593402,PANTHER MAX,81283
9593311,VSC TRITON,55848
9593012,ISTANBUL,159500
9593000,ATINA,159500
9592886,CI YUN SHAN,56687
9592800,AQUAEXPLORER,178929
9592795,NEW ELLY,178929
9592707,JOHN M CARRAS,82057
9592692,JO PROVEL,75013
9592680,JO PINARI,75022
9592616,ALEXANDRIA,82852
9592599,ROERBORG,23249
9592575,REGGEBORG,23249
9592563,REESTBORG,23249
9592305,NISSOS DELOS,115691
9592290,NISSOS PAROS,115723
9592288,INDIGO SUN,115724
9592276,STAMOS,115666
9584891,INDIGO CEFIRO,58737
9584865,KATHARINA SCHEPERS,13031
9571428,ELEFTHERIOS T,32377
9576791,ZHAO YANG FENG,75396
9577264,BLUE CIMENT 2,15053
9577082,SCF PRIME,74581
9577056,SCF ALPINE,74602
9577044,CATALAN SEA,116619
9577032,LIGURIAN SEA,116715
9576997,KIRAN BOSPHORUS,63550
9576985,KIRAN MARMARA,63714
9576973,KIRAN ISTANBUL,63610
9576806,FENG HUANG FENG,75396
9576789,REINHOLD SCHULTE,25583
9578995,PERSENK,30361
9576765,RUDOLF SCHULTE,25581
9576753,REBECCA SCHULTE,25620
9576739,ECO TIDE,35916
9576014,BELMEKEN,30347
9575981,KOTOR,34987
9575668,MINERAL FAITH,175620
9575577,SONANGOL PORTO AMBOIM,157639
9575565,SONANGOL HUILA,157871
9575527,LAUSANNE,32588
9577288,UBC CHILE,15053
